name,start_date,end_date,created_by,updated_by,dealer_id,external_v_code,external_ds_code
Kwinu,31/10/2021,22/10/2021,335,335,4271,monitoring,Cross-platform
Trilith,08/03/2022,08/02/2022,336,336,4440,modular,knowledge user
Buzzshare,20/01/2022,24/05/2022,337,337,3770,6th generation,incremental
Jabbercube,15/03/2022,05/11/2021,338,338,1952,Focused,task-force
Meevee,07/05/2022,25/09/2021,339,339,493,value-added,Persevering
Skippad,13/10/2021,08/05/2022,340,340,4893,transitional,dedicated
Jetwire,26/01/2022,13/08/2021,341,341,396,knowledge user,internet solution
Blogtag,04/10/2021,21/09/2021,342,342,839,Up-sized,Integrated
Dabvine,25/07/2021,26/12/2021,343,343,1320,global,Public-key
Lazzy,25/09/2021,01/10/2021,344,344,3492,Quality-focused,monitoring
Gabcube,02/11/2021,22/07/2021,345,345,2048,hardware,local area network
Meevee,27/09/2021,01/11/2021,346,346,4945,bi-directional,Visionary
Eazzy,18/11/2021,24/04/2022,347,347,1519,Graphic Interface,Optional
Voolia,06/11/2021,30/11/2021,348,348,50,User-friendly,moderator
Wordware,06/11/2021,02/05/2022,349,349,724,Persevering,Re-contextualized
Jetwire,09/10/2021,12/07/2021,350,350,3986,Virtual,Centralized
Gigazoom,16/10/2021,01/01/2022,351,351,2756,Intuitive,Managed
Vinte,16/06/2021,25/10/2021,352,352,305,3rd generation,Expanded
Demivee,24/01/2022,05/05/2022,353,353,1429,Programmable,homogeneous
Cogilith,25/12/2021,02/05/2022,354,354,2975,context-sensitive,homogeneous
Feedfish,19/11/2021,16/06/2021,355,355,1840,Adaptive,firmware
Mudo,28/05/2022,26/01/2022,356,356,4845,Stand-alone,Vision-oriented
Avamm,30/05/2022,18/07/2021,357,357,2550,product,Synergized
Mybuzz,05/08/2021,04/11/2021,358,358,4212,time-frame,national
Skaboo,04/09/2021,18/09/2021,359,359,4759,interactive,Universal
Dabfeed,30/11/2021,17/01/2022,360,360,3710,User-friendly,Networked
Blogspan,12/08/2021,23/12/2021,361,361,1439,array,next generation
Kaymbo,11/05/2022,28/02/2022,362,362,1458,actuating,attitude
Topicware,08/03/2022,05/07/2021,363,363,3416,Secured,static
Cogilith,17/04/2022,11/06/2022,364,364,241,transitional,Customer-focused
Skiba,06/07/2021,28/08/2021,365,365,73,Diverse,Quality-focused
Flipbug,06/05/2022,02/05/2022,366,366,1047,static,Automated
Photofeed,17/02/2022,01/12/2021,367,367,4341,Customer-focused,orchestration
Divanoodle,29/07/2021,15/04/2022,368,368,1291,Polarised,frame
Brightbean,04/10/2021,09/02/2022,369,369,3987,framework,architecture
Eire,28/10/2021,04/01/2022,370,370,2433,bottom-line,discrete
Feedfire,26/04/2022,12/11/2021,371,371,3579,fault-tolerant,info-mediaries
Bubblebox,13/08/2021,29/07/2021,372,372,61,fresh-thinking,dedicated
Zoozzy,13/10/2021,17/02/2022,373,373,3011,executive,Reduced
Flashdog,04/05/2022,07/12/2021,374,374,3231,solution,Cloned
Voomm,31/01/2022,07/06/2022,375,375,2424,instruction set,Mandatory
Kazu,28/07/2021,01/02/2022,376,376,3708,Multi-lateral,Public-key
Gabcube,04/04/2022,29/03/2022,377,377,2948,Horizontal,bi-directional
Kwinu,20/08/2021,09/03/2022,378,378,44,attitude,6th generation
Skyble,28/02/2022,21/12/2021,379,379,3585,benchmark,open architecture
Meevee,07/04/2022,16/12/2021,380,380,4703,mobile,implementation
Ntag,13/12/2021,05/04/2022,381,381,2587,Fully-configurable,Customizable
Gigaclub,26/12/2021,03/03/2022,382,382,1727,responsive,Grass-roots
Divanoodle,27/02/2022,15/12/2021,383,383,2470,circuit,5th generation
Rooxo,02/10/2021,06/06/2022,384,384,327,asymmetric,migration
Babbleopia,20/08/2021,28/08/2021,385,385,1719,Synchronised,hierarchy
Edgeclub,15/03/2022,10/01/2022,386,386,4096,groupware,modular
Flipopia,02/02/2022,14/10/2021,387,387,1631,Switchable,fresh-thinking
Eabox,20/05/2022,31/07/2021,388,388,1052,task-force,intangible
Roodel,10/04/2022,26/03/2022,389,389,4969,collaboration,Ameliorated
Wikivu,29/03/2022,10/02/2022,390,390,405,Seamless,Centralized
Oloo,26/02/2022,09/08/2021,391,391,3946,Multi-channelled,Intuitive
Brightdog,14/11/2021,18/09/2021,392,392,2193,adapter,info-mediaries
Babbleblab,18/01/2022,09/09/2021,393,393,4278,Extended,info-mediaries
Jabbersphere,30/04/2022,19/11/2021,394,394,298,interface,Enhanced
Brightbean,06/02/2022,29/08/2021,395,395,3928,initiative,Digitized
Flashpoint,29/04/2022,15/05/2022,396,396,1475,actuating,Re-engineered
Devify,27/09/2021,15/07/2021,397,397,4409,Integrated,Exclusive
Camido,22/12/2021,24/03/2022,398,398,4402,Balanced,help-desk
Yozio,24/07/2021,14/02/2022,399,399,2539,intermediate,multi-state
Brainlounge,07/07/2021,02/02/2022,400,400,2222,capacity,benchmark
Meezzy,27/08/2021,10/06/2022,401,401,3366,Devolved,exuding
Mymm,25/02/2022,13/12/2021,402,402,4390,Virtual,mission-critical
Quatz,14/04/2022,06/07/2021,403,403,4972,flexibility,Mandatory
Einti,30/10/2021,11/01/2022,404,404,2105,homogeneous,local
Reallinks,05/09/2021,10/12/2021,405,405,510,attitude-oriented,global
Lazz,20/01/2022,06/01/2022,406,406,3242,Proactive,optimizing
Livefish,20/04/2022,19/12/2021,407,407,1186,uniform,leading edge
Jamia,25/02/2022,27/02/2022,408,408,1116,User-centric,system-worthy
Kare,14/05/2022,01/12/2021,409,409,1312,Virtual,even-keeled
Thoughtstorm,09/07/2021,19/07/2021,410,410,4705,dynamic,access
Rhyloo,25/09/2021,20/03/2022,411,411,1578,Polarised,Virtual
Jaxnation,08/01/2022,31/07/2021,412,412,4674,Public-key,Compatible
Ntag,05/10/2021,01/12/2021,413,413,4626,Robust,Multi-channelled
Skibox,22/07/2021,01/11/2021,414,414,3287,empowering,value-added
Brainverse,11/12/2021,05/06/2022,415,415,3038,analyzing,coherent
Fivechat,28/12/2021,22/02/2022,416,416,3432,4th generation,task-force
Meembee,31/05/2022,20/09/2021,417,417,562,high-level,complexity
InnoZ,28/03/2022,12/11/2021,418,418,1402,mission-critical,Proactive
Brightbean,02/03/2022,23/11/2021,419,419,4195,Implemented,matrices
Fivespan,27/02/2022,03/05/2022,420,420,1882,Open-architected,intranet
Trunyx,12/11/2021,16/10/2021,421,421,2131,Function-based,tertiary
Feedfire,17/03/2022,30/12/2021,422,422,3588,Organized,Object-based
Eabox,20/06/2021,07/11/2021,423,423,2216,artificial intelligence,Phased
Realbuzz,08/08/2021,11/01/2022,424,424,1090,explicit,function
Demivee,21/04/2022,10/10/2021,425,425,1889,local,Total
Demivee,21/11/2021,24/02/2022,426,426,2435,next generation,open system
Kayveo,26/10/2021,07/07/2021,427,427,4668,Fundamental,bandwidth-monitored
Thoughtsphere,13/01/2022,11/05/2022,428,428,4846,Optimized,4th generation
Brightbean,30/12/2021,11/08/2021,429,429,1097,Enterprise-wide,hub
Photospace,26/04/2022,09/08/2021,430,430,4820,Innovative,Innovative
Jaxspan,07/03/2022,12/10/2021,431,431,4642,framework,logistical
Voolith,14/07/2021,11/03/2022,432,432,2365,Open-architected,disintermediate
Viva,23/06/2021,06/05/2022,433,433,2487,middleware,radical
Roomm,02/03/2022,14/02/2022,434,434,2187,clear-thinking,heuristic
Twitternation,20/05/2022,19/05/2022,435,435,4391,foreground,structure
Youspan,19/11/2021,17/07/2021,436,436,1748,bandwidth-monitored,Multi-channelled
Ntags,15/02/2022,04/07/2021,437,437,1770,core,complexity
Divape,23/10/2021,17/12/2021,438,438,2276,bottom-line,Persevering
Tagopia,29/10/2021,14/10/2021,439,439,1817,Synergized,attitude
Devpoint,01/12/2021,28/10/2021,440,440,3591,ability,national
Realblab,25/02/2022,14/06/2021,441,441,1737,Fully-configurable,Re-contextualized
Topicshots,23/01/2022,03/11/2021,442,442,2571,circuit,interface
Yodoo,12/10/2021,10/03/2022,443,443,2652,User-centric,support
Yodo,27/01/2022,06/12/2021,444,444,1963,architecture,system engine
Yadel,09/06/2022,15/01/2022,445,445,3523,approach,parallelism
Lajo,10/03/2022,17/05/2022,446,446,2896,bi-directional,pricing structure
Topicstorm,29/07/2021,01/11/2021,447,447,4119,regional,Adaptive
Mymm,01/10/2021,24/12/2021,448,448,4679,Multi-lateral,4th generation
Vidoo,12/05/2022,28/09/2021,449,449,4057,maximized,Cross-platform
Browsezoom,09/09/2021,25/11/2021,450,450,2107,frame,Re-engineered
Rhycero,21/03/2022,02/06/2022,451,451,1695,migration,full-range
Thoughtblab,05/08/2021,25/06/2021,452,452,3620,synergy,internet solution
Tanoodle,05/12/2021,22/06/2021,453,453,1633,Future-proofed,needs-based
Divanoodle,20/11/2021,22/05/2022,454,454,2364,static,analyzer
Photospace,30/04/2022,13/05/2022,455,455,268,encryption,database
Jatri,06/03/2022,11/08/2021,456,456,2199,concept,Customer-focused
Zoovu,12/01/2022,26/06/2021,457,457,195,responsive,Compatible
Skaboo,20/08/2021,29/12/2021,458,458,1215,parallelism,Realigned
Topiclounge,13/05/2022,03/08/2021,459,459,1428,product,application
Demizz,13/10/2021,26/10/2021,460,460,403,Expanded,Grass-roots
Geba,22/08/2021,02/02/2022,461,461,4469,Down-sized,high-level
Dynazzy,26/04/2022,29/12/2021,462,462,3884,Team-oriented,Face to face
Voolith,23/05/2022,01/01/2022,463,463,1432,model,architecture
Yoveo,25/12/2021,22/12/2021,464,464,769,Fundamental,Configurable
Leexo,14/04/2022,22/02/2022,465,465,358,superstructure,Horizontal
Wordware,08/09/2021,19/08/2021,466,466,2320,zero administration,Switchable
Babbleopia,14/08/2021,02/08/2021,467,467,3213,local area network,responsive
Eadel,18/03/2022,30/06/2021,468,468,4990,fault-tolerant,Reduced
Viva,21/03/2022,02/05/2022,469,469,3556,Streamlined,orchestration
Agivu,03/07/2021,24/07/2021,470,470,4280,non-volatile,intranet
Fatz,04/05/2022,07/04/2022,471,471,19,Future-proofed,motivating
Eadel,18/02/2022,03/01/2022,472,472,3092,Multi-channelled,object-oriented
Zava,18/06/2021,14/02/2022,473,473,3178,Cross-group,flexibility
Yodoo,01/06/2022,25/06/2021,474,474,2321,eco-centric,4th generation
Talane,02/12/2021,17/11/2021,475,475,994,optimal,Organic
Jabbercube,25/04/2022,06/08/2021,476,476,1865,middleware,ability
Wikido,13/10/2021,13/05/2022,477,477,1283,hybrid,access
Livetube,30/03/2022,14/04/2022,478,478,1292,modular,Team-oriented
Jayo,04/12/2021,08/10/2021,479,479,3499,intranet,Grass-roots
Topicshots,14/10/2021,25/05/2022,480,480,3970,value-added,methodology
Buzzbean,20/12/2021,05/11/2021,481,481,1500,Function-based,methodical
Shuffletag,25/07/2021,26/11/2021,482,482,4055,Reverse-engineered,fresh-thinking
Jaxbean,18/01/2022,08/06/2022,483,483,4076,5th generation,4th generation
Quinu,18/10/2021,22/09/2021,484,484,4133,user-facing,neutral
Aivee,07/10/2021,05/10/2021,485,485,642,Team-oriented,intermediate
Trilith,06/04/2022,27/09/2021,486,486,3488,Fundamental,matrices
Yodo,03/04/2022,05/11/2021,487,487,596,Fully-configurable,local
Voonte,23/06/2021,23/06/2021,488,488,2006,parallelism,support
Meedoo,28/09/2021,26/11/2021,489,489,3356,extranet,multi-state
Eayo,22/11/2021,22/07/2021,490,490,199,flexibility,Triple-buffered
Divape,29/04/2022,11/10/2021,491,491,1976,Diverse,Re-engineered
Cogilith,25/12/2021,15/03/2022,492,492,3151,migration,Graphic Interface
Eare,24/04/2022,17/07/2021,493,493,2977,systematic,Extended
Dynava,22/01/2022,26/07/2021,494,494,1286,User-friendly,coherent
Fivebridge,10/11/2021,15/10/2021,495,495,2405,Switchable,Automated
Digitube,16/11/2021,17/10/2021,496,496,2980,homogeneous,Exclusive
Linkbridge,24/04/2022,26/12/2021,497,497,2522,upward-trending,Adaptive
Dabjam,25/10/2021,25/06/2021,498,498,4876,website,Pre-emptive
Muxo,04/06/2022,06/09/2021,499,499,3211,access,mobile
Tagopia,12/06/2021,09/04/2022,500,500,2523,multimedia,cohesive
Voonder,10/11/2021,22/01/2022,501,501,2412,Re-engineered,migration
Eire,09/02/2022,09/05/2022,502,502,4792,disintermediate,Synergized
Yamia,08/04/2022,18/06/2021,503,503,4868,Down-sized,Inverse
Yozio,23/08/2021,02/07/2021,504,504,474,local area network,capacity
Babbleset,07/10/2021,26/12/2021,505,505,1181,Cloned,demand-driven
Podcat,29/06/2021,18/06/2021,506,506,1159,Implemented,asymmetric
Nlounge,20/01/2022,13/06/2021,507,507,866,Realigned,modular
Skibox,20/03/2022,21/04/2022,508,508,1769,encompassing,hierarchy
Twinte,22/03/2022,08/11/2021,509,509,4408,Persevering,hierarchy
Rhyloo,07/12/2021,12/12/2021,510,510,4146,frame,complexity
Wikibox,12/05/2022,13/10/2021,511,511,1249,strategy,client-server
Twitterbeat,18/12/2021,05/12/2021,512,512,210,Multi-lateral,Decentralized
Nlounge,06/04/2022,08/12/2021,513,513,2520,analyzer,uniform
Vinder,02/09/2021,18/02/2022,514,514,1984,workforce,Reduced
Shufflebeat,14/01/2022,05/09/2021,515,515,438,Secured,Persistent
Kwilith,12/12/2021,06/06/2022,516,516,4834,3rd generation,instruction set
Wikizz,21/03/2022,27/06/2021,517,517,4672,interactive,holistic
Oloo,06/08/2021,02/07/2021,518,518,3372,parallelism,clear-thinking
Devify,07/07/2021,04/07/2021,519,519,1595,Total,Public-key
Flashdog,05/02/2022,01/02/2022,520,520,2028,radical,complexity
Babbleopia,18/02/2022,12/11/2021,521,521,4502,disintermediate,heuristic
Zava,03/01/2022,16/12/2021,522,522,1032,next generation,Versatile
Kwimbee,13/05/2022,02/01/2022,523,523,1855,neural-net,attitude-oriented
Feednation,24/12/2021,14/04/2022,524,524,2501,homogeneous,bandwidth-monitored
Tekfly,03/03/2022,18/08/2021,525,525,2100,directional,Distributed
Skimia,24/11/2021,14/04/2022,526,526,2485,Virtual,projection
Oyondu,01/01/2022,24/10/2021,527,527,3817,Function-based,project
Skilith,06/09/2021,30/11/2021,528,528,3709,Secured,homogeneous
Dynazzy,15/10/2021,09/08/2021,529,529,4757,Phased,data-warehouse
Feedspan,01/01/2022,14/01/2022,530,530,2050,hybrid,Monitored
Zoombeat,21/10/2021,04/11/2021,531,531,3937,application,framework
Layo,01/10/2021,29/01/2022,532,532,3477,real-time,Sharable
Skivee,18/02/2022,01/02/2022,533,533,2970,multimedia,framework
Vinder,20/06/2021,20/06/2021,534,534,1766,4th generation,demand-driven
Skyvu,15/11/2021,18/07/2021,535,535,1435,Virtual,hierarchy
Kaymbo,11/02/2022,25/11/2021,536,536,405,client-driven,responsive
Abata,15/10/2021,26/09/2021,537,537,3380,matrices,Fully-configurable
Vimbo,09/09/2021,28/08/2021,538,538,1651,paradigm,support
Brightbean,13/04/2022,11/10/2021,539,539,3580,real-time,regional
Edgepulse,17/01/2022,05/07/2021,540,540,907,Assimilated,intranet
Riffwire,16/08/2021,02/04/2022,541,541,4021,Pre-emptive,neural-net
Fivechat,26/12/2021,26/10/2021,542,542,2499,context-sensitive,eco-centric
Wordtune,13/08/2021,10/09/2021,543,543,2596,dynamic,client-server
Zava,16/08/2021,05/11/2021,544,544,3325,mission-critical,benchmark
Leexo,28/06/2021,26/09/2021,545,545,3045,regional,Synergized
Ozu,13/07/2021,13/11/2021,546,546,4976,static,De-engineered
Twitternation,21/11/2021,30/11/2021,547,547,2489,optimal,directional
Jabberstorm,01/06/2022,29/09/2021,548,548,1072,Customer-focused,User-friendly
Eayo,07/11/2021,23/06/2021,549,549,302,Total,Persevering
Jabberbean,24/09/2021,03/08/2021,550,550,3348,intranet,heuristic
Kazu,27/08/2021,15/09/2021,551,551,4977,Graphic Interface,homogeneous
Topicware,27/09/2021,29/03/2022,552,552,467,Innovative,Self-enabling
Zava,11/07/2021,10/07/2021,553,553,808,24 hour,bandwidth-monitored
Brainverse,15/03/2022,02/05/2022,554,554,780,Face to face,Optimized
Gevee,06/03/2022,25/07/2021,555,555,1297,dynamic,budgetary management
Teklist,03/12/2021,06/09/2021,556,556,149,Cross-group,Compatible
Linkbridge,29/01/2022,26/06/2021,557,557,308,Open-architected,radical
Kazio,20/10/2021,05/08/2021,558,558,2976,leading edge,instruction set
Linktype,20/01/2022,01/05/2022,559,559,4176,flexibility,Reduced
Babbleblab,08/01/2022,01/12/2021,560,560,4232,paradigm,frame
Leenti,02/12/2021,13/09/2021,561,561,136,full-range,clear-thinking
Trudeo,02/01/2022,03/11/2021,562,562,1490,moderator,value-added
Oozz,02/12/2021,04/09/2021,563,563,2358,encoding,coherent
Yozio,21/04/2022,19/11/2021,564,564,3126,emulation,project
Tagfeed,23/12/2021,30/04/2022,565,565,2778,static,leverage
Dynava,22/12/2021,20/12/2021,566,566,950,solution-oriented,Proactive
Gigabox,29/04/2022,08/03/2022,567,567,3689,algorithm,Quality-focused
Skyble,30/05/2022,28/01/2022,568,568,1557,homogeneous,asynchronous
Ozu,23/05/2022,12/08/2021,569,569,3022,24/7,Implemented
Photospace,18/12/2021,02/08/2021,570,570,2454,secondary,Upgradable
Plajo,17/12/2021,22/03/2022,571,571,1613,Public-key,context-sensitive
Ooba,23/08/2021,08/03/2022,572,572,3615,5th generation,Advanced
Zoonoodle,07/03/2022,20/05/2022,573,573,3445,Operative,Fundamental
Digitube,11/07/2021,09/09/2021,574,574,40,Focused,Ameliorated
Nlounge,07/04/2022,09/05/2022,575,575,696,Digitized,structure
Topiclounge,22/09/2021,04/08/2021,576,576,2542,multimedia,instruction set
Vipe,19/06/2021,29/03/2022,577,577,3853,hardware,Front-line
Realcube,28/11/2021,27/11/2021,578,578,1896,Advanced,capacity
Browsezoom,24/02/2022,13/07/2021,579,579,749,Adaptive,strategy
Voomm,06/10/2021,02/11/2021,580,580,527,circuit,Team-oriented
Mybuzz,14/04/2022,04/02/2022,581,581,2743,portal,complexity
Layo,21/07/2021,13/03/2022,582,582,515,Switchable,Diverse
Browsedrive,02/06/2022,08/11/2021,583,583,3438,Balanced,conglomeration
Buzzbean,26/05/2022,24/07/2021,584,584,495,intangible,directional
Tagcat,26/07/2021,09/08/2021,585,585,1714,Innovative,Horizontal
Fivespan,11/07/2021,10/11/2021,586,586,1346,optimal,initiative
Thoughtbeat,25/03/2022,04/11/2021,587,587,2366,forecast,Stand-alone
Wikido,15/08/2021,05/11/2021,588,588,589,ability,disintermediate
Meezzy,04/04/2022,27/03/2022,589,589,3762,background,Cross-group
Eare,12/02/2022,21/10/2021,590,590,4247,Future-proofed,Decentralized
Skyvu,13/01/2022,04/12/2021,591,591,2632,Inverse,national
Yozio,22/08/2021,30/04/2022,592,592,4550,contingency,Configurable
Ainyx,22/09/2021,22/09/2021,593,593,4552,throughput,local area network
Photobean,05/10/2021,11/11/2021,594,594,674,data-warehouse,Exclusive
Thoughtstorm,23/08/2021,05/05/2022,595,595,1469,Robust,capability
Abata,28/04/2022,07/08/2021,596,596,4968,Phased,Sharable
Dynabox,30/01/2022,06/07/2021,597,597,3353,intermediate,composite
Twitternation,15/12/2021,24/03/2022,598,598,1387,process improvement,Polarised
Abata,26/03/2022,19/02/2022,599,599,4765,installation,Optional
Mudo,24/12/2021,31/03/2022,600,600,1445,User-centric,analyzer
Fiveclub,15/09/2021,08/04/2022,601,601,3531,Fundamental,Pre-emptive
Minyx,18/07/2021,07/02/2022,602,602,4646,impactful,Self-enabling
Wikibox,27/10/2021,25/05/2022,603,603,88,responsive,application
Jaloo,10/07/2021,20/10/2021,604,604,4959,flexibility,Vision-oriented
Oyoloo,14/06/2021,21/03/2022,605,605,3830,Quality-focused,maximized
Skiptube,11/12/2021,17/07/2021,606,606,4129,Fully-configurable,matrices
Twiyo,28/12/2021,02/09/2021,607,607,4727,artificial intelligence,Advanced
Gabcube,02/07/2021,24/05/2022,608,608,4427,extranet,mobile
Muxo,15/10/2021,13/01/2022,609,609,4171,emulation,didactic
Vitz,15/07/2021,07/01/2022,610,610,371,clear-thinking,Decentralized
Camido,08/11/2021,25/06/2021,611,611,1375,Reactive,Public-key
Trilia,02/11/2021,24/03/2022,612,612,2789,knowledge user,info-mediaries
Plambee,05/09/2021,21/02/2022,613,613,2642,artificial intelligence,focus group
Youfeed,31/12/2021,07/11/2021,614,614,2722,radical,functionalities
Skinder,26/10/2021,31/07/2021,615,615,2667,zero defect,homogeneous
Meetz,04/05/2022,13/07/2021,616,616,4470,Innovative,multi-tasking
Yozio,02/10/2021,03/10/2021,617,617,4701,discrete,Horizontal
Podcat,12/09/2021,30/01/2022,618,618,396,Balanced,empowering
Skibox,30/04/2022,22/06/2021,619,619,1774,attitude,eco-centric
Topicblab,12/07/2021,15/02/2022,620,620,3972,hybrid,6th generation
Browsebug,06/04/2022,27/12/2021,621,621,4991,ability,content-based
Twitterbeat,13/04/2022,14/06/2021,622,622,3436,product,exuding
Gigazoom,28/11/2021,09/06/2022,623,623,2056,24 hour,hybrid
Viva,16/08/2021,25/09/2021,624,624,4500,Re-contextualized,Focused
Wikivu,06/05/2022,04/06/2022,625,625,3659,hierarchy,Enterprise-wide
Quimba,18/07/2021,12/05/2022,626,626,1325,Persevering,Persevering
Aivee,04/03/2022,01/08/2021,627,627,3147,Mandatory,Up-sized
Mymm,18/06/2021,27/11/2021,628,628,3804,strategy,moratorium
Topicstorm,17/01/2022,26/02/2022,629,629,11,customer loyalty,access
Quatz,26/12/2021,11/06/2022,630,630,1480,benchmark,encryption
Browsedrive,08/07/2021,26/12/2021,631,631,897,hub,architecture
Roodel,28/08/2021,11/03/2022,632,632,754,Multi-lateral,non-volatile
Flashpoint,27/12/2021,03/09/2021,633,633,2995,coherent,Multi-channelled
Topdrive,24/11/2021,28/09/2021,634,634,2236,Front-line,3rd generation
Avamba,10/08/2021,08/10/2021,635,635,2363,bottom-line,model
Shufflester,29/09/2021,09/10/2021,636,636,1711,asynchronous,zero administration
Yabox,13/12/2021,07/08/2021,637,637,2321,dedicated,Vision-oriented
Lazzy,04/07/2021,28/06/2021,638,638,2533,Right-sized,standardization
Topicblab,29/06/2021,20/02/2022,639,639,2510,zero defect,methodical
Viva,16/08/2021,07/11/2021,640,640,1616,Future-proofed,info-mediaries
Brainverse,20/10/2021,28/04/2022,641,641,3654,Robust,Operative
Gigabox,10/02/2022,20/10/2021,642,642,1188,function,Distributed
Vimbo,11/06/2022,11/07/2021,643,643,2036,access,attitude
Jabbersphere,03/04/2022,16/03/2022,644,644,603,responsive,neural-net
Edgepulse,11/10/2021,12/07/2021,645,645,3289,3rd generation,real-time
Devbug,03/03/2022,30/05/2022,646,646,723,Extended,radical
Yakijo,18/03/2022,12/12/2021,647,647,1062,Ameliorated,array
Oozz,16/06/2021,27/11/2021,648,648,4689,full-range,local area network
Dablist,11/08/2021,19/12/2021,649,649,461,client-server,database
Linkbuzz,23/06/2021,29/09/2021,650,650,3630,Fully-configurable,Upgradable
Meetz,03/06/2022,21/10/2021,651,651,4972,Intuitive,scalable
Photolist,26/03/2022,23/11/2021,652,652,1892,data-warehouse,clear-thinking
Quimba,22/09/2021,27/10/2021,653,653,1069,demand-driven,object-oriented
Voomm,29/12/2021,05/06/2022,654,654,2810,access,Balanced
Vitz,21/06/2021,02/01/2022,655,655,4264,Decentralized,mission-critical
Twitterwire,21/06/2021,13/06/2021,656,656,3571,Adaptive,5th generation
Linktype,08/09/2021,07/11/2021,657,657,4783,synergy,Multi-layered
JumpXS,15/06/2021,22/12/2021,658,658,3544,Secured,Robust
Rooxo,04/01/2022,11/02/2022,659,659,1834,utilisation,Reduced
Topiczoom,13/02/2022,16/10/2021,660,660,3683,fresh-thinking,Proactive
Yacero,10/04/2022,20/12/2021,661,661,3792,Team-oriented,algorithm
Twimm,01/05/2022,05/08/2021,662,662,4966,synergy,adapter
Quimba,06/07/2021,03/08/2021,663,663,4328,empowering,homogeneous
Trupe,16/08/2021,01/06/2022,664,664,2032,directional,Centralized
Realbridge,02/11/2021,25/09/2021,665,665,1576,function,benchmark
Skyndu,13/02/2022,29/10/2021,666,666,354,Virtual,Right-sized
Latz,15/06/2021,25/11/2021,667,667,2701,real-time,Configurable
Brainsphere,12/09/2021,25/01/2022,668,668,4097,composite,Synergized
